6671911047973238,0
6670910056069632,0
6671911702333983,0
6671911047973212,0
6670910010122980,0
6671911641592665,17
6670910031368695,0
6671911047973436,0
6671911741663424,0
6670910050233754,0
6671911047973378,0
6671911710153704,0
6671911047973188,0
6670910054777582,17.43
6671911741663150,0
6670910057737369,0
6671911047973543,0
6671911641538874,0
6671911047973642,0
6670910050343652,0
6671911710268106,0
6670910058410214,0
6671911047973501,0
6671911710212302,0
6670910053693392,0
6671911047973683,0
6671911641593275,0
6671911047973998,0
6671911686501720,8
6670910255380962,0
6670910057239424,0
6671911047973816,0
6671911749338771,0
6671911047973451,0
6670910050343587,0
6671911718124673,0
